fill time utc;[CH4] 13C;d13C VPDB;sd [CH4];sd d13C
01.08.21 22:03;2000;-48,14;;
01.08.21 22:42;2006;-48,14;;
01.08.21 23:20;2017;-48,40;;
02.08.21 00:38;2080;-48,62;1;0,04
02.08.21 01:16;2065;-48,56;1;0,04
02.08.21 01:55;2038;-48,85;1;0,04
02.08.21 02:34;2030;-48,75;1;0,04
02.08.21 03:51;2069;-48,54;3;0,04
02.08.21 04:30;2054;-48,93;3;0,04
02.08.21 05:09;2058;-49,08;3;0,04
02.08.21 05:47;2061;-49,07;3;0,04
02.08.21 07:05;2071;-48,77;2;0,04
02.08.21 07:44;2034;-48,90;2;0,04
02.08.21 08:22;2004;-48,76;2;0,04
02.08.21 09:01;1980;-48,32;2;0,04
02.08.21 10:19;1968;-48,05;14;0,16
02.08.21 10:57;1934;-48,26;14;0,16
02.08.21 11:36;1945;-48,22;14;0,16
02.08.21 12:15;1947;-48,24;14;0,16
02.08.21 13:32;1983;-48,09;6;0,10
02.08.21 14:11;1951;-48,33;6;0,10
02.08.21 14:50;1951;-48,25;6;0,10
02.08.21 15:28;1962;-48,00;6;0,10
02.08.21 16:46;1945;-48,54;1;0,05
02.08.21 18:03;1947;-48,38;1;0,05
02.08.21 18:42;1938;-48,34;1;0,05
02.08.21 19:21;1960;-48,16;1;0,05
02.08.21 20:38;1965;-48,42;21;0,12
02.08.21 21:17;1985;-48,21;21;0,12
02.08.21 21:56;1983;-48,36;21;0,12
02.08.21 22:34;2013;-48,16;21;0,12
02.08.21 23:52;2016;-48,32;1;0,05
03.08.21 00:30;2032;-48,02;1;0,05
03.08.21 01:09;2093;-48,30;1;0,05
03.08.21 01:48;2119;-48,38;1;0,05
03.08.21 03:05;2155;-48,77;6;0,05
03.08.21 03:44;2157;-48,48;6;0,05
03.08.21 04:23;2123;-48,38;6;0,05
03.08.21 05:02;1995;-47,94;6;0,05
03.08.21 06:19;3077;-53,05;3;0,15
03.08.21 06:58;2374;-50,28;2;0,15
03.08.21 07:36;2175;-48,81;2;0,15
03.08.21 08:15;2006;-48,01;2;0,15
03.08.21 09:33;1976;-48,24;4;0,08
03.08.21 10:11;1976;-48,26;4;0,08
03.08.21 10:50;1993;-48,07;4;0,08
03.08.21 11:29;2007;-48,08;4;0,08
03.08.21 12:46;1995;-48,27;7;0,01
03.08.21 14:04;2008;-48,24;7;0,01
03.08.21 14:42;2002;-48,14;7;0,01
03.08.21 15:21;1973;-48,22;6;0,01
03.08.21 16:39;2002;-48,22;1;0,04
03.08.21 17:17;2004;-48,21;1;0,04
03.08.21 17:56;1975;-48,22;1;0,04
03.08.21 18:35;1981;-48,21;1;0,04
03.08.21 19:52;2051;-47,97;13;0,07
03.08.21 20:31;2031;-48,16;13;0,07
03.08.21 21:10;2034;-48,27;13;0,07
03.08.21 21:48;2028;-48,32;13;0,07
03.08.21 23:06;2069;-48,26;17;0,05
03.08.21 23:45;2087;-48,30;17;0,05
04.08.21 00:23;2070;-48,44;17;0,05
04.08.21 01:02;2080;-48,43;17;0,05
04.08.21 02:19;2159;-48,48;7;0,07
04.08.21 02:58;2198;-48,58;7;0,07
04.08.21 03:37;2174;-48,74;7;0,07
04.08.21 04:16;2183;-48,67;7;0,07
04.08.21 05:33;2099;-48,64;15;0,03
04.08.21 06:12;2100;-48,54;15;0,03
04.08.21 06:50;2083;-48,44;15;0,03
04.08.21 07:29;2045;-48,48;15;0,03
04.08.21 08:47;2064;-48,35;25;0,05
04.08.21 10:04;2004;-48,40;24;0,05
04.08.21 10:43;1989;-48,31;24;0,05
04.08.21 11:22;1979;-48,22;24;0,05
04.08.21 12:39;2009;-48,05;2;0,01
04.08.21 13:18;2000;-48,11;2;0,01
04.08.21 13:56;1967;-48,19;2;0,01
04.08.21 14:35;1982;-48,19;2;0,01
04.08.21 15:53;2011;-48,12;14;0,08
04.08.21 16:31;1997;-48,18;14;0,08
04.08.21 17:10;1976;-48,17;14;0,08
04.08.21 17:49;1976;-48,22;14;0,08
04.08.21 19:06;2012;-48,23;21;0,06
04.08.21 19:45;2057;-48,29;21;0,06
04.08.21 20:24;2030;-48,28;21;0,06
04.08.21 21:02;2027;-48,33;21;0,06
04.08.21 22:20;2071;-48,57;11;0,03
04.08.21 22:59;2098;-48,58;11;0,03
04.08.21 23:37;2062;-48,56;11;0,03
05.08.21 00:16;2061;-48,46;11;0,03
05.08.21 01:33;2063;-48,59;6;0,00
05.08.21 02:12;2079;-48,57;6;0,00
05.08.21 02:51;2048;-48,51;6;0,00
05.08.21 03:30;2042;-48,33;6;0,00
05.08.21 04:47;2043;-48,34;5;0,01
05.08.21 06:04;2058;-48,40;5;0,01
05.08.21 06:43;2029;-48,27;5;0,01
05.08.21 07:22;2030;-48,28;5;0,01
05.08.21 08:39;2115;-48,75;7;0,12
05.08.21 09:18;2034;-48,36;7;0,12
05.08.21 09:57;2012;-48,35;7;0,12
05.08.21 10:36;1990;-48,38;7;0,12
05.08.21 11:53;2002;-48,11;8;0,01
05.08.21 12:32;2022;-48,36;8;0,01
05.08.21 13:10;1992;-48,26;8;0,01
05.08.21 13:49;2009;-48,18;8;0,01
05.08.21 15:07;1977;-48,27;17;0,04
05.08.21 15:45;1974;-48,22;17;0,04
05.08.21 16:24;1975;-48,28;17;0,04
05.08.21 17:03;1960;-48,24;17;0,04
05.08.21 18:20;2015;-48,23;25;0,07
05.08.21 18:59;2010;-48,39;25;0,07
05.08.21 19:38;1976;-48,23;25;0,07
05.08.21 20:16;1963;-48,15;25;0,07
05.08.21 21:34;2048;-48,14;5;0,01
05.08.21 22:13;2013;-48,39;5;0,01
05.08.21 22:51;2024;-48,38;5;0,01
05.08.21 23:30;2069;-48,31;5;0,01
06.08.21 00:47;2075;-48,38;9;0,02
06.08.21 02:05;2059;-48,55;9;0,02
06.08.21 02:44;2068;-48,60;9;0,02
06.08.21 03:22;2117;-48,70;9;0,02
06.08.21 04:40;2068;-48,53;9;0,10
06.08.21 05:19;2059;-48,54;9;0,10
06.08.21 05:57;2081;-48,49;9;0,10
06.08.21 06:36;2049;-48,52;9;0,10
06.08.21 07:53;2083;-48,79;7;0,02
06.08.21 08:32;2071;-48,60;7;0,02
06.08.21 09:11;2064;-48,66;7;0,02
06.08.21 09:50;2015;-48,42;7;0,02
06.08.21 11:07;2007;-48,37;16;0,07
06.08.21 11:46;2004;-48,31;16;0,07
06.08.21 12:24;2029;-48,20;17;0,07
06.08.21 13:03;1989;-48,22;16;0,07
06.08.21 14:21;2003;-48,35;27;0,02
06.08.21 14:59;2023;-48,24;27;0,02
06.08.21 15:38;1997;-48,32;26;0,02
06.08.21 16:17;2004;-48,29;27;0,02
06.08.21 17:34;2011;-48,20;1;0,07
06.08.21 18:13;2021;-48,34;1;0,07
06.08.21 18:52;1999;-48,38;1;0,07
06.08.21 19:30;1999;-48,51;1;0,07
06.08.21 20:48;1981;-48,26;1;0,05
06.08.21 22:05;2254;-49,74;1;0,05
06.08.21 22:44;2063;-48,84;1;0,05
06.08.21 23:23;2047;-48,49;1;0,05
07.08.21 00:40;2097;-48,43;8;0,06
07.08.21 01:19;2092;-48,48;8;0,06
07.08.21 01:58;2054;-48,48;7;0,06
07.08.21 02:36;2066;-48,65;8;0,06
07.08.21 03:54;2084;-48,73;7;0,01
07.08.21 04:33;2097;-48,63;7;0,01
07.08.21 05:11;2071;-48,70;7;0,01
07.08.21 05:50;2054;-48,63;6;0,01
07.08.21 07:07;2096;-48,55;12;0,09
07.08.21 07:46;2089;-48,67;12;0,09
07.08.21 08:25;2059;-48,80;11;0,09
07.08.21 09:04;2105;-49,12;12;0,09
07.08.21 10:21;2009;-48,57;5;0,03
07.08.21 11:00;2055;-48,54;6;0,03
07.08.21 11:39;1975;-48,35;5;0,03
07.08.21 12:17;1959;-48,45;5;0,03
07.08.21 13:35;2037;-48,18;36;0,11
07.08.21 14:13;1995;-48,20;35;0,11
07.08.21 14:52;1994;-48,18;35;0,11
07.08.21 15:31;1971;-48,22;35;0,11
07.08.21 16:48;2016;-48,16;20;0,03
07.08.21 18:06;1996;-48,36;20;0,03
07.08.21 18:44;2004;-48,42;20;0,03
07.08.21 19:23;2057;-48,50;20;0,03
07.08.21 20:41;2184;-49,42;4;0,07
07.08.21 21:19;2440;-50,51;4;0,07
07.08.21 21:58;2542;-51,01;4;0,07
07.08.21 22:37;2519;-51,10;4;0,07
07.08.21 23:54;2045;-48,60;2;0,05
08.08.21 00:33;2011;-48,48;1;0,05
08.08.21 01:12;2041;-48,64;2;0,05
08.08.21 01:50;2111;-48,66;2;0,05
08.08.21 03:08;2034;-48,47;3;0,06
08.08.21 03:47;2047;-48,51;3;0,06
08.08.21 04:25;2073;-48,61;3;0,06
08.08.21 05:04;2069;-48,51;3;0,06
08.08.21 06:21;1996;-48,23;2;0,04
08.08.21 07:00;2000;-48,36;2;0,04
08.08.21 07:39;2052;-48,35;2;0,04
08.08.21 08:18;2024;-48,57;2;0,04
08.08.21 09:35;2023;-48,43;3;0,09
08.08.21 10:14;2050;-48,67;3;0,09
08.08.21 10:53;2009;-48,47;3;0,09
08.08.21 11:31;1996;-48,42;3;0,09
08.08.21 12:49;2006;-48,30;19;0,03
08.08.21 13:27;1999;-48,34;19;0,03
08.08.21 14:45;2038;-48,29;20;0,03
08.08.21 15:24;1995;-48,26;19;0,03
08.08.21 16:02;1998;-48,23;19;0,03
08.08.21 17:20;2038;-48,15;4;0,03
08.08.21 17:58;2046;-48,10;4;0,03
08.08.21 18:37;2047;-48,16;4;0,03
08.08.21 19:16;2015;-48,22;4;0,03
08.08.21 20:33;2047;-48,26;4;0,01
08.08.21 21:12;2038;-48,38;4;0,01
08.08.21 21:51;2064;-48,24;4;0,01
08.08.21 22:30;2042;-48,39;4;0,01
08.08.21 23:47;2072;-48,38;2;0,01
09.08.21 00:26;2036;-48,34;2;0,01
09.08.21 01:04;2068;-48,65;2;0,01
09.08.21 01:43;2048;-48,51;2;0,01
09.08.21 03:01;2045;-48,37;9;0,00
09.08.21 03:39;2071;-48,40;9;0,00
09.08.21 04:18;2081;-48,47;9;0,00
09.08.21 04:57;2079;-48,35;9;0,00
09.08.21 06:14;2053;-48,34;2;0,09
09.08.21 06:53;2048;-48,34;2;0,09
09.08.21 07:32;2030;-48,35;2;0,09
09.08.21 08:10;2069;-48,39;2;0,09
09.08.21 09:28;2019;-48,27;10;0,17
09.08.21 10:07;2007;-48,24;10;0,17
09.08.21 11:24;2011;-48,40;10;0,17
09.08.21 12:03;1994;-48,27;9;0,17
09.08.21 12:41;1988;-48,14;9;0,17
09.08.21 13:59;1985;-48,10;4;0,14
09.08.21 14:38;1991;-48,19;4;0,14
09.08.21 15:16;2022;-48,11;4;0,14
09.08.21 15:55;1985;-48,27;4;0,14
09.08.21 17:13;1988;-48,34;4;0,02
09.08.21 17:51;2022;-48,14;4;0,02
09.08.21 18:30;2015;-48,23;4;0,02
09.08.21 19:09;1968;-48,11;4;0,02
09.08.21 20:26;2004;-48,13;5;0,18
09.08.21 21:05;2011;-48,37;5;0,18
09.08.21 21:44;2061;-48,30;5;0,18
09.08.21 22:22;2049;-48,25;5;0,18
09.08.21 23:40;3078;-52,25;8;0,10
10.08.21 00:18;2763;-51,50;7;0,10
10.08.21 00:57;2175;-49,13;6;0,10
10.08.21 01:36;2128;-48,71;6;0,10
10.08.21 02:53;2072;-48,70;3;0,01
10.08.21 03:32;2074;-48,72;3;0,01
10.08.21 04:11;2106;-48,59;3;0,01
10.08.21 04:50;2065;-48,42;3;0,01
10.08.21 06:07;2043;-48,48;10;0,04
10.08.21 06:46;2113;-48,95;10;0,04
10.08.21 08:03;2049;-48,61;10;0,04
10.08.21 08:42;2044;-48,62;10;0,04
10.08.21 09:21;2025;-48,64;10;0,04
10.08.21 10:38;2028;-48,50;6;0,12
10.08.21 11:17;2006;-48,59;6;0,12
10.08.21 11:55;2035;-48,83;6;0,12
10.08.21 12:34;1996;-48,59;6;0,12
10.08.21 13:52;2029;-48,55;28;0,00
10.08.21 14:30;1980;-48,39;27;0,00
10.08.21 15:09;1991;-48,56;27;0,00
10.08.21 15:48;2016;-48,51;27;0,00
10.08.21 17:05;2023;-48,42;4;0,02
10.08.21 17:44;2035;-48,37;4;0,02
10.08.21 18:23;2034;-48,49;4;0,02
10.08.21 19:01;2049;-48,66;4;0,02
10.08.21 20:19;2129;-48,48;4;0,07
10.08.21 20:58;2116;-48,82;4;0,07
10.08.21 21:36;2131;-48,78;4;0,07
10.08.21 22:15;2143;-48,99;4;0,07
10.08.21 23:32;2198;-48,79;1;0,09
11.08.21 00:11;2195;-48,95;1;0,09
11.08.21 00:50;2254;-49,36;1;0,09
11.08.21 01:29;2246;-49,11;1;0,09
11.08.21 02:46;2261;-49,26;6;0,02
11.08.21 03:25;2228;-49,30;6;0,02
11.08.21 04:42;2262;-49,21;6;0,02
11.08.21 05:21;2248;-49,30;6;0,02
11.08.21 06:00;2210;-49,55;6;0,02
11.08.21 07:17;2116;-48,86;17;0,11
11.08.21 07:56;2120;-48,72;17;0,11
11.08.21 08:35;2114;-48,69;17;0,11
11.08.21 09:13;2022;-48,48;17;0,11
11.08.21 10:31;2049;-48,40;4;0,07
11.08.21 11:10;2057;-48,41;4;0,07
11.08.21 11:48;2033;-48,60;4;0,07
11.08.21 12:27;2024;-48,63;4;0,07
11.08.21 13:44;2086;-48,44;7;0,13
11.08.21 14:23;2076;-48,50;7;0,13
11.08.21 15:02;2049;-48,33;7;0,13
11.08.21 15:41;2018;-48,49;7;0,13
11.08.21 16:58;2035;-48,48;3;0,06
11.08.21 17:37;2065;-48,29;3;0,06
11.08.21 18:15;2056;-48,39;3;0,06
11.08.21 18:54;2038;-48,41;3;0,06
11.08.21 20:12;2091;-48,42;9;0,09
11.08.21 20:50;2114;-48,55;9;0,09
11.08.21 21:29;2112;-48,48;9;0,09
11.08.21 22:08;2065;-48,72;9;0,09
11.08.21 23:25;2087;-48,60;20;0,08
12.08.21 00:04;2215;-48,90;22;0,08
12.08.21 01:21;4155;-54,73;41;0,08
12.08.21 02:00;3056;-52,66;30;0,08
12.08.21 02:39;2309;-49,73;23;0,08
12.08.21 03:56;2241;-49,40;2;0,03
12.08.21 04:35;2135;-49,29;2;0,03
12.08.21 05:14;2109;-49,02;2;0,03
12.08.21 05:52;2158;-49,22;2;0,03
12.08.21 07:10;2128;-48,96;15;0,07
12.08.21 07:49;2080;-48,96;15;0,07
12.08.21 08:27;2050;-48,97;15;0,07
12.08.21 09:16;2030;-48,94;14;0,07
12.08.21 09:54;1988;-48,62;14;0,07
12.08.21 10:33;2004;-48,55;14;0,07
12.08.21 11:50;1969;-48,44;13;0,04
12.08.21 12:29;1987;-48,50;13;0,04
12.08.21 13:08;2045;-48,90;13;0,04
12.08.21 13:47;2057;-48,67;13;0,04
12.08.21 15:04;2013;-48,18;15;0,09
12.08.21 15:43;1976;-48,25;15;0,09
12.08.21 16:21;1981;-48,32;15;0,09
12.08.21 17:00;2030;-48,33;15;0,09
12.08.21 18:18;2037;-48,48;25;0,07
12.08.21 18:56;2046;-48,51;26;0,07
12.08.21 19:35;2057;-48,72;26;0,07
12.08.21 20:14;2124;-48,78;27;0,07
12.08.21 21:31;2164;-48,85;27;0,02
12.08.21 22:10;2182;-49,17;27;0,02
12.08.21 22:49;2206;-49,06;27;0,02
12.08.21 23:27;2188;-49,31;27;0,02
13.08.21 00:45;2139;-49,32;6;0,05
13.08.21 01:23;2337;-49,89;7;0,05
13.08.21 02:02;4120;-54,79;12;0,05
13.08.21 02:41;2724;-51,55;8;0,05
13.08.21 03:58;2232;-49,12;18;0,04
13.08.21 04:37;2218;-49,21;18;0,04
13.08.21 05:54;2314;-49,90;19;0,04
13.08.21 06:33;2250;-49,61;18;0,04
13.08.21 07:12;2199;-49,18;18;0,04
13.08.21 08:29;2158;-49,46;3;0,02
13.08.21 09:08;2153;-49,51;3;0,02
13.08.21 09:47;2118;-49,30;3;0,02
13.08.21 10:25;2130;-49,01;3;0,02
13.08.21 11:43;2061;-48,71;33;0,10
13.08.21 12:21;2086;-48,79;34;0,10
13.08.21 13:00;2101;-48,90;34;0,10
13.08.21 13:39;2171;-48,89;35;0,10
13.08.21 14:56;2116;-48,99;19;0,02
13.08.21 15:35;2057;-48,83;18;0,02
13.08.21 16:14;2068;-48,65;19;0,02
13.08.21 16:52;2037;-48,22;18;0,02
13.08.21 18:10;1962;-48,18;1;0,04
13.08.21 18:49;1962;-48,35;1;0,04
13.08.21 19:27;1963;-48,36;1;0,04
13.08.21 20:06;1984;-48,32;1;0,04
13.08.21 21:23;1988;-48,17;1;0,03
13.08.21 22:02;1990;-48,18;1;0,03
13.08.21 22:41;1952;-48,26;1;0,03
13.08.21 23:19;2018;-48,31;1;0,03
14.08.21 00:37;2041;-48,64;41;0,08
14.08.21 01:16;2120;-49,02;42;0,08
14.08.21 02:33;2125;-48,98;43;0,08
14.08.21 03:12;2138;-48,86;43;0,08
14.08.21 03:50;2095;-48,63;42;0,08
14.08.21 05:08;2107;-48,74;11;0,04
14.08.21 05:46;2145;-48,53;11;0,04
14.08.21 06:25;2124;-48,47;11;0,04
14.08.21 07:04;2102;-48,78;11;0,04
14.08.21 08:21;2065;-48,67;23;0,04
14.08.21 09:00;2046;-48,45;23;0,04
14.08.21 09:39;2039;-48,64;23;0,04
14.08.21 10:17;2010;-48,65;23;0,04
14.08.21 11:35;1994;-48,64;15;0,02
14.08.21 12:13;1977;-48,37;15;0,02
14.08.21 12:52;1968;-48,76;15;0,02
14.08.21 13:31;1974;-48,72;15;0,02
14.08.21 14:48;2007;-48,72;3;0,05
14.08.21 15:27;2009;-48,72;3;0,05
14.08.21 16:06;2016;-48,87;3;0,05
14.08.21 16:44;2015;-48,57;3;0,05
14.08.21 18:02;1985;-48,31;7;0,07
14.08.21 18:40;1954;-48,36;7;0,07
14.08.21 19:19;1952;-48,37;7;0,07
14.08.21 19:58;1967;-48,27;7;0,07
14.08.21 21:15;2043;-48,13;41;0,08
14.08.21 21:54;2015;-48,26;41;0,08
14.08.21 23:11;2088;-48,42;42;0,08
14.08.21 23:50;2113;-48,47;43;0,08
15.08.21 00:29;2117;-48,81;43;0,08
15.08.21 01:46;2108;-49,00;3;0,02
15.08.21 02:25;2119;-49,02;3;0,02
15.08.21 03:04;2161;-48,90;3;0,02
15.08.21 03:42;2157;-49,17;3;0,02
15.08.21 05:00;2083;-49,05;24;0,13
15.08.21 05:38;2090;-49,12;24;0,13
15.08.21 06:17;2133;-48,84;25;0,13
15.08.21 06:56;2037;-48,30;24;0,13
15.08.21 08:13;2056;-48,80;38;0,10
15.08.21 08:52;2069;-48,88;38;0,10
15.08.21 09:31;2125;-49,49;39;0,10
15.08.21 10:09;2186;-49,46;40;0,10
15.08.21 11:27;2254;-49,18;27;0,04
15.08.21 12:05;2225;-49,16;27;0,04
15.08.21 12:44;2206;-49,01;26;0,04
15.08.21 13:23;2163;-49,17;26;0,04
15.08.21 14:40;2238;-49,09;0;0,13
15.08.21 15:19;2498;-50,60;0;0,13
15.08.21 15:58;2101;-48,52;0;0,13
15.08.21 16:36;2048;-48,37;0;0,13
15.08.21 17:54;2140;-49,32;6;0,08
15.08.21 18:32;2097;-48,54;6;0,08
15.08.21 19:50;2075;-48,99;5;0,08
15.08.21 20:29;2066;-48,79;5;0,08
15.08.21 21:07;2090;-48,55;5;0,08
15.08.21 22:25;2146;-48,74;7;0,00
15.08.21 23:03;2086;-48,72;7;0,00
15.08.21 23:42;2015;-48,56;6;0,00
16.08.21 00:21;2009;-48,51;6;0,00
16.08.21 01:38;2059;-48,55;9;0,01
16.08.21 02:17;2076;-48,94;9;0,01
16.08.21 02:56;2092;-48,92;9;0,01
16.08.21 03:34;2407;-50,36;10;0,01
16.08.21 04:52;2107;-48,81;5;0,07
16.08.21 05:30;2077;-49,07;5;0,07
16.08.21 06:09;2088;-48,97;5;0,07
16.08.21 06:48;2068;-49,16;5;0,07
16.08.21 08:05;2082;-48,63;41;0,07
16.08.21 08:44;2073;-48,47;41;0,07
16.08.21 09:23;2109;-48,63;42;0,07
16.08.21 10:01;2072;-48,72;41;0,07
16.08.21 13:53;2051;-48,17;79;0,70
16.08.21 14:32;2041;-48,44;79;0,70
16.08.21 15:50;2046;-48,75;81;0,57
16.08.21 16:28;1994;-48,50;79;0,57
16.08.21 17:07;1944;-48,48;78;0,57
16.08.21 17:46;1952;-48,44;79;0,57
16.08.21 19:03;1989;-48,47;40;0,22
16.08.21 19:42;1970;-48,30;40;0,22
16.08.21 20:20;1980;-48,35;41;0,22
16.08.21 20:59;2000;-48,20;42;0,22
16.08.21 22:17;2006;-48,43;9;0,07
16.08.21 22:55;1970;-48,29;9;0,07
16.08.21 23:34;1976;-48,28;9;0,07
17.08.21 00:13;1994;-48,54;9;0,07
17.08.21 01:30;1967;-48,37;38;0,04
17.08.21 02:09;1953;-48,30;38;0,04
17.08.21 02:48;1987;-48,27;38;0,04
17.08.21 03:26;1978;-48,26;38;0,04
17.08.21 04:44;1982;-48,21;7;0,05
17.08.21 05:22;1990;-48,21;7;0,05
17.08.21 06:01;2018;-48,36;7;0,05
17.08.21 06:40;1987;-48,29;7;0,05
17.08.21 07:57;1959;-48,28;8;0,13
17.08.21 08:36;1956;-48,43;8;0,13
17.08.21 09:53;1981;-48,23;8;0,13
17.08.21 10:32;2000;-48,19;8;0,13
17.08.21 11:11;1951;-48,23;8;0,13
17.08.21 12:28;;;;
17.08.21 13:07;2031;-48,03;19;0,00
17.08.21 13:46;1984;-48,17;19;0,00
17.08.21 14:24;1997;-48,12;19;0,00
17.08.21 15:42;1969;-48,05;16;0,16
17.08.21 16:20;1973;-48,32;16;0,16
17.08.21 16:59;1943;-48,25;16;0,16
17.08.21 17:38;1935;-48,26;16;0,16
17.08.21 18:55;1990;-48,24;8;0,03
17.08.21 19:34;1987;-48,09;8;0,03
17.08.21 20:13;1961;-48,42;8;0,03
17.08.21 20:51;1969;-48,44;8;0,03
17.08.21 22:09;2033;-48,38;29;0,01
17.08.21 22:47;2055;-48,51;30;0,01
17.08.21 23:26;2077;-48,52;30;0,01
18.08.21 00:05;2054;-48,81;30;0,01
18.08.21 01:22;2105;-48,74;11;0,01
18.08.21 02:01;2099;-48,82;11;0,01
18.08.21 02:40;2073;-48,71;11;0,01
18.08.21 03:18;2060;-48,86;11;0,01
18.08.21 04:35;;;;
18.08.21 05:13;;;;
18.08.21 06:32;2103;-48,82;35;0,05
18.08.21 07:11;2082;-48,67;34;0,05
18.08.21 07:49;2068;-48,67;34;0,05
18.08.21 09:07;2036;-48,55;10;0,01
18.08.21 09:45;2051;-48,42;10;0,01
18.08.21 10:24;2035;-48,36;10;0,01
18.08.21 11:03;2020;-48,21;10;0,01
18.08.21 12:20;2019;-48,13;1;0,02
18.08.21 12:59;2014;-48,23;1;0,02
18.08.21 13:38;2024;-48,22;1;0,02
18.08.21 14:16;2028;-48,13;1;0,02
18.08.21 15:34;2037;-47,94;2;0,06
18.08.21 16:13;2031;-48,09;2;0,06
18.08.21 16:51;2017;-48,04;2;0,06
18.08.21 17:30;2020;-48,19;2;0,06
18.08.21 18:47;2049;-48,30;2;0,06
18.08.21 19:26;2049;-48,39;2;0,06
18.08.21 20:05;2003;-48,81;2;0,06
18.08.21 20:43;2017;-48,65;2;0,06
18.08.21 22:01;2045;-48,45;12;0,05
18.08.21 22:40;2045;-48,54;12;0,05
18.08.21 23:18;2013;-48,57;12;0,05
18.08.21 23:57;1997;-48,52;12;0,05
19.08.21 01:14;2046;-48,26;38;0,21
19.08.21 01:53;2025;-48,43;37;0,21
19.08.21 03:11;2043;-48,31;38;0,21
19.08.21 03:49;2001;-48,34;37;0,21
19.08.21 04:28;2023;-48,70;37;0,21
19.08.21 05:45;2096;-48,60;19;0,12
19.08.21 06:24;2075;-48,45;19;0,12
19.08.21 07:03;2070;-48,56;19;0,12
19.08.21 07:41;2071;-48,58;19;0,12
19.08.21 08:59;2013;-48,32;1;0,10
19.08.21 09:38;1999;-48,34;1;0,10
19.08.21 10:16;1983;-48,41;1;0,10
19.08.21 10:55;1956;-48,21;1;0,10
19.08.21 12:12;1965;-48,22;35;0,13
19.08.21 12:51;2007;-48,01;35;0,13
19.08.21 13:30;2002;-48,08;35;0,13
19.08.21 14:09;2031;-48,31;36;0,13
19.08.21 15:26;2026;-48,13;25;0,04
19.08.21 16:05;;;;
19.08.21 16:43;1963;-48,11;25;0,04
19.08.21 17:22;1986;-47,99;25;0,04
19.08.21 18:39;1982;-48,26;8;0,02
19.08.21 19:18;1985;-48,26;8;0,02
19.08.21 19:57;1996;-48,29;8;0,02
19.08.21 20:36;1992;-48,30;8;0,02
19.08.21 21:53;1996;-48,54;11;0,02
19.08.21 22:32;2018;-48,22;11;0,02
19.08.21 23:49;2058;-48,52;11;0,02
20.08.21 00:28;2051;-48,92;11;0,02
20.08.21 01:07;2118;-48,93;12;0,02
20.08.21 02:24;2119;-49,03;3;0,01
20.08.21 03:03;2110;-48,89;3;0,01
20.08.21 03:41;2079;-48,87;3;0,01
20.08.21 04:20;2038;-48,82;3;0,01
20.08.21 05:37;2068;-48,40;23;0,23
20.08.21 06:16;2007;-48,24;22;0,23
20.08.21 06:55;2036;-48,42;22;0,23
20.08.21 07:34;2219;-49,22;24;0,23
20.08.21 08:51;2588;-51,56;14;0,09
20.08.21 09:30;2137;-48,64;12;0,09
20.08.21 10:08;2080;-48,55;11;0,09
20.08.21 10:47;2082;-48,56;11;0,09
20.08.21 12:05;2060;-48,49;28;0,10
20.08.21 12:43;2024;-48,53;27;0,10
20.08.21 13:22;2034;-48,47;27;0,10
20.08.21 14:01;2012;-48,45;27;0,10
20.08.21 15:18;1988;-48,25;4;0,03
20.08.21 15:57;2015;-48,15;4;0,03
20.08.21 16:35;1986;-48,23;4;0,03
20.08.21 17:14;1966;-48,35;4;0,03
20.08.21 18:32;1998;-47,96;30;0,14
20.08.21 19:10;2002;-48,00;30;0,14
20.08.21 20:28;1990;-48,28;30;0,14
20.08.21 21:06;2070;-48,02;31;0,14
20.08.21 21:45;2104;-48,11;31;0,14
20.08.21 23:03;2111;-48,83;26;0,14
20.08.21 23:41;2140;-48,78;26;0,14
21.08.21 00:20;2088;-48,89;26;0,14
21.08.21 00:59;2113;-48,72;26;0,14
21.08.21 02:16;2132;-48,67;10;0,04
21.08.21 02:55;2104;-48,56;10;0,04
21.08.21 03:34;2052;-48,43;10;0,04
21.08.21 04:12;2085;-48,55;10;0,04
21.08.21 05:30;2071;-48,45;19;0,01
21.08.21 06:08;2048;-48,38;19;0,01
21.08.21 06:47;2050;-48,45;19;0,01
21.08.21 07:26;2047;-48,46;19;0,01
21.08.21 08:43;2056;-48,87;15;0,02
21.08.21 09:22;2077;-48,91;15;0,02
21.08.21 10:01;2123;-49,07;15;0,02
21.08.21 10:39;2069;-48,70;15;0,02
21.08.21 11:57;1998;-48,42;14;0,12
21.08.21 12:35;1984;-48,38;14;0,12
21.08.21 13:14;1989;-48,19;14;0,12
21.08.21 13:53;1972;-48,22;14;0,12
21.08.21 15:10;1964;-48,14;8;0,02
21.08.21 15:49;1975;-48,38;8;0,02
21.08.21 17:06;1989;-48,15;8;0,02
21.08.21 17:45;1996;-48,26;8;0,02
21.08.21 18:24;1967;-48,35;8;0,02
21.08.21 19:02;;;;
22.08.21 08:35;1990;-48,58;14;0,02
22.08.21 09:14;1987;-48,46;14;0,02
22.08.21 09:53;2024;-48,17;14;0,02
22.08.21 10:31;2029;-48,36;14;0,02
22.08.21 11:49;2007;-48,48;2;0,11
22.08.21 12:28;2037;-48,33;2;0,11
22.08.21 13:45;2019;-48,25;2;0,11
22.08.21 14:24;2016;-48,27;2;0,11
22.08.21 15:02;1995;-48,49;2;0,11
