fill time utc;[CH4] 2H;d2H VPDB;sd [CH4];sd d2H
15.09.21 12:10;2146;-99,19;20;2,06
15.09.21 12:48;2139;-100,85;20;2,06
15.09.21 13:27;2168;-100,99;21;2,06
15.09.21 14:06;2132;-99,56;20;2,06
15.09.21 15:23;2160;-104,24;26;2,90
15.09.21 16:02;2092;-114,42;25;2,90
15.09.21 16:40;2310;-117,03;28;2,90
15.09.21 17:19;2427;-126,63;30;2,90
15.09.21 18:37;2221;-113,54;4;1,24
15.09.21 19:15;2206;-108,50;4;1,24
15.09.21 19:54;2073;-130,43;4;1,24
15.09.21 20:33;2181;-108,49;4;1,24
15.09.21 21:50;2196;-106,05;1;0,51
15.09.21 22:29;2125;-103,11;1;0,51
15.09.21 23:08;2088;-99,85;1;0,51
15.09.21 23:46;2068;-97,72;1;0,51
16.09.21 01:04;2037;-103,86;7;1,00
16.09.21 01:42;2072;-96,89;7;1,00
16.09.21 02:21;2044;-98,50;7;1,00
16.09.21 03:00;2031;-99,11;7;1,00
16.09.21 04:17;2008;-100,23;7;1,00
16.09.21 05:35;2043;-98,77;7;1,00
16.09.21 06:13;2060;-100,69;7;1,00
16.09.21 06:52;;;;
16.09.21 07:31;2083;-102,35;7;1,00
16.09.21 08:48;2068;-98,49;0;1,09
16.09.21 09:27;2014;-102,73;0;1,09
16.09.21 10:05;2052;-98,33;0;1,09
16.09.21 10:44;2011;-99,85;0;1,09
16.09.21 12:02;1984;-92,96;5;0,45
16.09.21 12:40;1979;-90,56;5;0,45
16.09.21 13:19;1987;-91,72;5;0,45
16.09.21 13:58;1979;-90,88;5;0,45
16.09.21 15:15;1969;-93,74;2;1,86
16.09.21 15:54;1998;-90,00;2;1,86
16.09.21 16:32;2000;-88,44;2;1,86
16.09.21 17:11;2008;-89,74;2;1,86
16.09.21 18:29;2002;-87,12;5;1,13
16.09.21 19:07;2015;-87,37;5;1,13
16.09.21 19:46;2021;-90,28;5;1,13
16.09.21 20:25;2010;-89,53;5;1,13
16.09.21 21:42;2002;-96,44;7;1,12
16.09.21 22:21;2010;-92,12;7;1,12
16.09.21 23:00;2015;-93,15;7;1,12
16.09.21 23:38;1994;-93,38;7;1,12
17.09.21 00:56;2006;-90,83;7;1,12
17.09.21 02:13;1998;-93,92;0;0,88
17.09.21 02:52;2016;-91,61;0;0,88
17.09.21 03:30;2021;-92,76;0;0,88
17.09.21 04:09;1998;-95,00;0;0,88
